file_name	group	N_size	iteration	tot_loci	missing_rate	prop_SegSNPs	prop_SegSingle	prop_SegMaf05
hcpc_N5_52	hcpc	5	52	1061	0	4.98078009145	3.47415787652	4.98078009145
hcpc_N5_53	hcpc	5	53	1061	0	4.1974715363	2.79831435753	4.1974715363
hcpc_N5_54	hcpc	5	54	1061	0	3.10817965234	1.53754522192	3.10817965234
hcpc_N5_55	hcpc	5	55	1061	0	2.61400535054	1.43361855944	2.61400535054
hcpc_N5_56	hcpc	5	56	1061	0	4.44297520661	2.7173553719	4.44297520661
hcpc_N5_57	hcpc	5	57	1061	0	3.74206356639	2.45912385519	3.74206356639
hcpc_N5_58	hcpc	5	58	1061	0	3.80539156412	2.330654148	3.80539156412
hcpc_N5_59	hcpc	5	59	1061	0	6.38578481171	4.62314423711	6.38578481171
hcpc_N5_60	hcpc	5	60	1061	0	3.76555814858	2.12709062622	3.76555814858
hcpc_N5_61	hcpc	5	61	1061	0	3.61375131331	2.10863244313	3.61375131331
hcpc_N5_62	hcpc	5	62	1061	0	3.33385384135	1.91872267333	3.33385384135
hcpc_N5_63	hcpc	5	63	1061	0	4.17468257022	2.73823265358	4.17468257022
hcpc_N5_64	hcpc	5	64	1061	0	3.18318045591	2.07519752974	3.18318045591
hcpc_N5_65	hcpc	5	65	1061	0	3.48697635338	2.02256631857	3.48697635338
hcpc_N5_66	hcpc	5	66	1061	0	5.00773743117	3.5736135603	5.00773743117
hcpc_N5_67	hcpc	5	67	1061	0	3.44433245464	1.97317413552	3.44433245464
hcpc_N5_68	hcpc	5	68	1061	0	3.64918736584	2.18337933149	3.64918736584
hcpc_N5_69	hcpc	5	69	1061	0	4.1958176737	2.72718512094	4.1958176737
hcpc_N5_70	hcpc	5	70	1061	0	3.45173119563	1.99982943885	3.45173119563
hcpc_N5_71	hcpc	5	71	1061	0	3.83527596846	2.42757970518	3.83527596846
hcpc_N5_72	hcpc	5	72	1061	0	3.22591340097	1.84669451628	3.22591340097
hcpc_N5_73	hcpc	5	73	1061	0	3.68336571766	2.16904621103	3.68336571766
hcpc_N5_74	hcpc	5	74	1061	0	2.92977165015	2.02498922878	2.92977165015
hcpc_N5_75	hcpc	5	75	1061	0	4.53841504873	3.10493314195	4.53841504873
hcpc_N5_76	hcpc	5	76	1061	0	4.13511267085	2.84216845216	4.13511267085
hcpc_N5_77	hcpc	5	77	1061	0	3.37800497375	2.05627705628	3.37800497375
hcpc_N5_78	hcpc	5	78	1061	0	4.44300735312	2.87657780652	4.44300735312
hcpc_N5_79	hcpc	5	79	1061	0	3.05945737926	1.65480084664	3.05945737926
hcpc_N5_80	hcpc	5	80	1061	0	2.88526736655	1.48238209918	2.88526736655
hcpc_N5_81	hcpc	5	81	1061	0	3.70840419321	2.09914460492	3.70840419321
hcpc_N5_82	hcpc	5	82	1061	0	5.09863991382	3.81430110423	5.09863991382
hcpc_N5_83	hcpc	5	83	1061	0	3.54518534766	2.22636543102	3.54518534766
hcpc_N5_84	hcpc	5	84	1061	0	7.08099201487	5.10794710381	7.08099201487
hcpc_N5_85	hcpc	5	85	1061	0	2.78029420646	1.41710883914	2.78029420646
hcpc_N5_86	hcpc	5	86	1061	0	4.50777110873	2.94122824002	4.50777110873
hcpc_N5_87	hcpc	5	87	1061	0	4.16574135761	2.76297283293	4.16574135761
hcpc_N5_88	hcpc	5	88	1061	0	3.45419379444	1.96409599826	3.45419379444
hcpc_N5_89	hcpc	5	89	1061	0	6.36019276917	4.63677290126	6.36019276917
hcpc_N5_90	hcpc	5	90	1061	0	3.78112712975	2.09698558322	3.78112712975
hcpc_N5_91	hcpc	5	91	1061	0	3.57056694813	2.1195933138	3.57056694813
hcpc_N5_92	hcpc	5	92	1061	0	4.9735670562	3.36498330551	4.9735670562
hcpc_N5_93	hcpc	5	93	1061	0	4.62935833577	3.16703513305	4.62935833577
hcpc_N5_94	hcpc	5	94	1061	0	4.52299783057	3.00803966966	4.52299783057
hcpc_N5_95	hcpc	5	95	1061	0	4.1204553801	2.82776349614	4.1204553801
hcpc_N5_96	hcpc	5	96	1061	0	4.21126017486	2.7170636117	4.21126017486
hcpc_N5_97	hcpc	5	97	1061	0	3.97752725101	2.41899357921	3.97752725101
hcpc_N5_98	hcpc	5	98	1061	0	4.99708536855	3.32066976221	4.99708536855
hcpc_N5_99	hcpc	5	99	1061	0	2.13904733684	1.0019260686	2.13904733684
hcpc_N5_100	hcpc	5	100	1061	0	2.28102189781	1.21350364964	2.28102189781
hcpc_N10_1	hcpc	10	1	1061	0	8.07915974365	5.61951103727	8.07915974365
hcpc_N10_2	hcpc	10	2	1061	0	3.74802626112	1.70364830051	3.74802626112
hcpc_N10_3	hcpc	10	3	1061	0	4.96186254543	3.09692104948	4.96186254543
hcpc_N10_4	hcpc	10	4	1061	0	6.43825982116	4.12337988546	6.43825982116
hcpc_N10_5	hcpc	10	5	1061	0	4.72925791913	2.8565987431	4.72925791913
hcpc_N10_6	hcpc	10	6	1061	0	5.63689132538	3.73750403096	5.63689132538
hcpc_N10_7	hcpc	10	7	1061	0	5.67910177472	3.73777616806	5.67910177472
hcpc_N10_8	hcpc	10	8	1061	0	5.7589682775	3.55766380077	5.7589682775
hcpc_N10_9	hcpc	10	9	1061	0	4.72966791693	2.63470862684	4.72966791693
hcpc_N10_10	hcpc	10	10	1061	0	8.12840341149	5.94276052416	8.12840341149
hcpc_N10_11	hcpc	10	11	1061	0	6.62218869348	4.56645763591	6.62218869348
hcpc_N10_12	hcpc	10	12	1061	0	5.70233034343	3.64797792072	5.70233034343
hcpc_N10_13	hcpc	10	13	1061	0	4.39988459319	2.22158107328	4.39988459319
hcpc_N10_14	hcpc	10	14	1061	0	5.43199628915	3.38614779913	5.43199628915
hcpc_N10_15	hcpc	10	15	1061	0	6.42774911525	4.20415298682	6.42774911525
hcpc_N10_16	hcpc	10	16	1061	0	4.03386454183	2.25526465566	4.03386454183
hcpc_N10_17	hcpc	10	17	1061	0	4.84332708724	3.08661253383	4.84332708724
hcpc_N10_18	hcpc	10	18	1061	0	6.00828911592	3.88057337451	6.00828911592
hcpc_N10_19	hcpc	10	19	1061	0	3.92939693213	1.7860895146	3.92939693213
hcpc_N10_20	hcpc	10	20	1061	0	4.45896757114	2.66379880874	4.45896757114
hcpc_N10_21	hcpc	10	21	1061	0	6.01148506215	3.91558237019	6.01148506215
hcpc_N10_22	hcpc	10	22	1061	0	7.82193548387	5.25677419355	7.82193548387
hcpc_N10_23	hcpc	10	23	1061	0	6.02182024276	3.70755207103	6.02182024276
hcpc_N10_24	hcpc	10	24	1061	0	4.95981314831	3.05351377344	4.95981314831
hcpc_N10_25	hcpc	10	25	1061	0	6.90198105891	4.67652104434	6.90198105891
hcpc_N10_26	hcpc	10	26	1061	0	3.9764602354	2.07347926521	3.9764602354
hcpc_N10_27	hcpc	10	27	1061	0	5.65886134068	3.56213651668	5.65886134068
hcpc_N10_28	hcpc	10	28	1061	0	4.90566037736	2.72237196765	4.90566037736
hcpc_N10_29	hcpc	10	29	1061	0	6.25089482576	4.15199152421	6.25089482576
hcpc_N10_30	hcpc	10	30	1061	0	5.13032422123	3.12460267006	5.13032422123
hcpc_N10_31	hcpc	10	31	1061	0	5.82893770448	3.62889764305	5.82893770448
hcpc_N10_32	hcpc	10	32	1061	0	5.30071355759	3.38430173293	5.30071355759
hcpc_N10_33	hcpc	10	33	1061	0	5.72510968939	3.56418037381	5.72510968939
hcpc_N10_34	hcpc	10	34	1061	0	5.40441980891	3.48868305254	5.40441980891
hcpc_N10_35	hcpc	10	35	1061	0	6.4769899716	4.33307361701	6.4769899716
hcpc_N10_36	hcpc	10	36	1061	0	7.546656181	5.03009588337	7.546656181
hcpc_N10_37	hcpc	10	37	1061	0	5.66807216424	3.57365037672	5.66807216424
hcpc_N10_38	hcpc	10	38	1061	0	5.68815992873	3.62092907486	5.68815992873
hcpc_N10_39	hcpc	10	39	1061	0	4.80809009423	2.91197425879	4.80809009423
hcpc_N10_40	hcpc	10	40	1061	0	6.88088435056	4.78242540634	6.88088435056
hcpc_N10_41	hcpc	10	41	1061	0	5.05251432209	3.25960110333	5.05251432209
hcpc_N10_42	hcpc	10	42	1061	0	8.44589226124	5.89014248636	8.44589226124
hcpc_N10_43	hcpc	10	43	1061	0	7.05016155517	4.6983420732	7.05016155517
hcpc_N10_44	hcpc	10	44	1061	0	4.99576629975	3.03132938188	4.99576629975
hcpc_N154_42	hcpc	154	42	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_43	hcpc	154	43	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_44	hcpc	154	44	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_45	hcpc	154	45	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_46	hcpc	154	46	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_47	hcpc	154	47	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_48	hcpc	154	48	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_49	hcpc	154	49	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_50	hcpc	154	50	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_51	hcpc	154	51	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_52	hcpc	154	52	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_53	hcpc	154	53	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_54	hcpc	154	54	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_55	hcpc	154	55	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_56	hcpc	154	56	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_57	hcpc	154	57	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_58	hcpc	154	58	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_59	hcpc	154	59	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_60	hcpc	154	60	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_61	hcpc	154	61	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_62	hcpc	154	62	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_63	hcpc	154	63	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_64	hcpc	154	64	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_65	hcpc	154	65	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_66	hcpc	154	66	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_67	hcpc	154	67	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_68	hcpc	154	68	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_69	hcpc	154	69	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_70	hcpc	154	70	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_71	hcpc	154	71	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_72	hcpc	154	72	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_73	hcpc	154	73	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_74	hcpc	154	74	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_75	hcpc	154	75	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_76	hcpc	154	76	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_77	hcpc	154	77	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_78	hcpc	154	78	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_79	hcpc	154	79	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_80	hcpc	154	80	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_81	hcpc	154	81	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_82	hcpc	154	82	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_83	hcpc	154	83	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_84	hcpc	154	84	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_85	hcpc	154	85	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_86	hcpc	154	86	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_87	hcpc	154	87	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_88	hcpc	154	88	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_89	hcpc	154	89	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_90	hcpc	154	90	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_91	hcpc	154	91	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_92	hcpc	154	92	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_93	hcpc	154	93	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_94	hcpc	154	94	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_95	hcpc	154	95	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_96	hcpc	154	96	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_97	hcpc	154	97	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_98	hcpc	154	98	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_99	hcpc	154	99	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_100	hcpc	154	100	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N150_14	hcpc	150	14	1061	0	14.4833948339	7.47232472325	1.93726937269
hcpc_N150_15	hcpc	150	15	1061	0	13.7089201878	6.94835680751	1.97183098592
hcpc_N150_16	hcpc	150	16	1061	0	14.4822592324	7.74800868936	2.02751629254
hcpc_N150_17	hcpc	150	17	1061	0	13.6832239925	7.12277413308	1.96813495783
hcpc_N150_18	hcpc	150	18	1061	0	13.3584195673	6.77328316087	1.97554092192
hcpc_N150_19	hcpc	150	19	1061	0	13.5084427767	6.75422138837	1.96998123827
hcpc_N150_20	hcpc	150	20	1061	0	13.7606032045	7.06880301602	1.97926484449
hcpc_N150_21	hcpc	150	21	1061	0	13.3391455972	6.97471665214	1.83086312119
hcpc_N150_22	hcpc	150	22	1061	0	13.526119403	6.43656716418	2.05223880597
hcpc_N150_23	hcpc	150	23	1061	0	13.2146204311	6.6541705717	1.96813495783
hcpc_N150_24	hcpc	150	24	1061	0	13.7323943662	7.21830985915	1.67253521127
hcpc_N150_25	hcpc	150	25	1061	0	14.1791044776	7.1828358209	2.05223880597
hcpc_N150_26	hcpc	150	26	1061	0	16.6167664671	9.03193612774	1.94610778443
hcpc_N150_27	hcpc	150	27	1061	0	14.6570397112	7.72563176895	2.02166064982
hcpc_N150_28	hcpc	150	28	1061	0	14.5802650957	7.65832106038	1.62002945508
hcpc_N150_29	hcpc	150	29	1061	0	13.7089201878	6.94835680751	1.97183098592
hcpc_N150_30	hcpc	150	30	1061	0	13.7606032045	7.06880301602	1.97926484449
hcpc_N150_31	hcpc	150	31	1061	0	13.1702728128	6.39698965193	1.97554092192
hcpc_N150_32	hcpc	150	32	1061	0	13.8028169014	7.69953051643	1.78403755869
hcpc_N150_33	hcpc	150	33	1061	0	13.5084427767	6.94183864916	1.96998123827
hcpc_N150_34	hcpc	150	34	1061	0	13.8559708295	7.3837739289	2.00546946217
hcpc_N150_35	hcpc	150	35	1061	0	14.5207439199	7.79685264664	2.07439198856
hcpc_N150_36	hcpc	150	36	1061	0	14.6676300578	8.30924855491	2.02312138728
hcpc_N150_37	hcpc	150	37	1061	0	16.6419753086	8.83950617284	1.97530864198
hcpc_N150_38	hcpc	150	38	1061	0	13.4272300469	6.76056338028	1.97183098592
hcpc_N150_39	hcpc	150	39	1061	0	14.0459363958	7.68551236749	1.67844522968
hcpc_N150_40	hcpc	150	40	1061	0	13.1008482564	6.40904806786	1.97926484449
hcpc_N150_41	hcpc	150	41	1061	0	14.1218005296	7.50220653133	1.67696381289
hcpc_N150_42	hcpc	150	42	1061	0	13.5211267606	7.04225352113	1.97183098592
hcpc_N150_43	hcpc	150	43	1061	0	15.0472334683	8.0971659919	1.88933873144
hcpc_N150_44	hcpc	150	44	1061	0	13.7640449438	7.11610486891	1.96629213483
hcpc_N150_45	hcpc	150	45	1061	0	13.7898686679	6.84803001876	1.96998123827
hcpc_N150_46	hcpc	150	46	1061	0	13.8059701493	7.08955223881	2.05223880597
hcpc_N150_47	hcpc	150	47	1061	0	13.6534839925	6.96798493409	1.97740112994
hcpc_N150_48	hcpc	150	48	1061	0	14.1143911439	7.19557195572	2.0295202952
hcpc_N150_49	hcpc	150	49	1061	0	13.5721017908	6.78605089538	1.97926484449
hcpc_N150_50	hcpc	150	50	1061	0	14.4329896907	7.06921944035	1.76730486009
hcpc_N150_51	hcpc	150	51	1061	0	14.0581068416	7.59137769447	1.96813495783
hcpc_N150_52	hcpc	150	52	1061	0	13.8418079096	7.06214689266	1.97740112994
hcpc_N150_53	hcpc	150	53	1061	0	13.7218045113	7.23684210526	1.97368421053
hcpc_N150_54	hcpc	150	54	1061	0	13.7606032045	7.06880301602	1.79076343073
hcpc_N150_55	hcpc	150	55	1061	0	13.2710280374	6.54205607477	1.96261682243
hcpc_N150_56	hcpc	150	56	1061	0	13.4508348794	6.67903525046	1.94805194805
hcpc_N150_57	hcpc	150	57	1061	0	13.802559415	7.40402193784	1.91956124314
hcpc_N150_58	hcpc	150	58	1061	0	13.8548539114	7.72855796418	1.79076343073
hcpc_N150_59	hcpc	150	59	1061	0	13.202247191	6.74157303371	1.77902621723
hcpc_N150_60	hcpc	150	60	1061	0	13.7931034483	6.98729582577	1.99637023593
hcpc_N150_61	hcpc	150	61	1061	0	13.6022514071	6.84803001876	1.96998123827
hcpc_N150_62	hcpc	150	62	1061	0	13.9664804469	6.79702048417	2.04841713222
hcpc_N150_63	hcpc	150	63	1061	0	13.2146204311	6.46672914714	1.96813495783
hcpc_N150_64	hcpc	150	64	1061	0	13.7089201878	7.13615023474	1.97183098592
hcpc_N150_65	hcpc	150	65	1061	0	13.7347130762	7.1495766698	1.97554092192
hcpc_N150_66	hcpc	150	66	1061	0	13.670411985	7.02247191011	1.96629213483
hcpc_N150_67	hcpc	150	67	1061	0	13.1578947368	6.57894736842	1.97368421053
hcpc_N150_68	hcpc	150	68	1061	0	12.7510917031	6.28820960699	1.83406113537
hcpc_N150_69	hcpc	150	69	1061	0	13.9359698682	7.15630885122	1.97740112994
hcpc_N150_70	hcpc	150	70	1061	0	13.7898686679	7.03564727955	1.96998123827
hcpc_N150_71	hcpc	150	71	1061	0	13.9774859287	6.84803001876	1.96998123827
hcpc_N150_72	hcpc	150	72	1061	0	13.9925373134	6.99626865672	2.05223880597
hcpc_N150_73	hcpc	150	73	1061	0	13.7606032045	6.97455230914	1.97926484449
hcpc_N150_74	hcpc	150	74	1061	0	13.2834424696	6.6417212348	1.96445275959
hcpc_N150_75	hcpc	150	75	1061	0	14.0459363958	7.59717314488	1.85512367491
hcpc_N150_76	hcpc	150	76	1061	0	14.0318054256	7.10944808232	1.96445275959
hcpc_N150_77	hcpc	150	77	1061	0	13.802559415	7.40402193784	1.91956124314
hcpc_N150_78	hcpc	150	78	1061	0	13.7126865672	6.71641791045	2.05223880597
hcpc_N150_79	hcpc	150	79	1061	0	14.2465753425	7.30593607306	1.91780821918
hcpc_N150_80	hcpc	150	80	1061	0	14.072693383	7.26933830382	2.05032618826
hcpc_N150_81	hcpc	150	81	1061	0	13.2572431958	6.76031606673	1.84372256365
hcpc_N150_82	hcpc	150	82	1061	0	13.9841688654	7.47581354442	1.84696569921
hcpc_N150_83	hcpc	150	83	1061	0	13.6999068034	6.89655172414	1.95712954334
hcpc_N150_84	hcpc	150	84	1061	0	13.7898686679	6.66041275797	1.96998123827
hcpc_N150_85	hcpc	150	85	1061	0	16.6166166166	9.25925925926	1.95195195195
hcpc_N150_86	hcpc	150	86	1061	0	13.8157894737	7.04887218045	1.97368421053
hcpc_N150_87	hcpc	150	87	1061	0	13.8548539114	7.25730442978	1.97926484449
hcpc_N150_88	hcpc	150	88	1061	0	13.3709981168	6.59133709981	1.97740112994
hcpc_N150_89	hcpc	150	89	1061	0	14.1423357664	7.66423357664	1.91605839416
hcpc_N150_90	hcpc	150	90	1061	0	13.6150234742	7.23004694836	1.97183098592
hcpc_N150_91	hcpc	150	91	1061	0	13.9359698682	7.25047080979	1.97740112994
hcpc_N150_92	hcpc	150	92	1061	0	13.3709981168	6.87382297552	1.97740112994
hcpc_N150_93	hcpc	150	93	1061	0	14.1013824885	7.28110599078	2.02764976959
hcpc_N150_94	hcpc	150	94	1061	0	13.6534839925	6.87382297552	1.97740112994
hcpc_N150_95	hcpc	150	95	1061	0	13.6022514071	6.84803001876	1.96998123827
hcpc_N150_96	hcpc	150	96	1061	0	13.8317757009	6.91588785047	2.05607476636
hcpc_N150_97	hcpc	150	97	1061	0	17.1206225681	8.90618244704	1.85905750108
hcpc_N150_98	hcpc	150	98	1061	0	13.9170506912	7.00460829493	1.93548387097
hcpc_N150_99	hcpc	150	99	1061	0	13.8325991189	7.3127753304	1.85022026432
hcpc_N150_100	hcpc	150	100	1061	0	13.4957825679	6.74789128397	1.96813495783
hcpc_N154_1	hcpc	154	1	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_2	hcpc	154	2	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_3	hcpc	154	3	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_4	hcpc	154	4	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_5	hcpc	154	5	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_6	hcpc	154	6	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_7	hcpc	154	7	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_8	hcpc	154	8	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_9	hcpc	154	9	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_10	hcpc	154	10	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_11	hcpc	154	11	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_12	hcpc	154	12	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_13	hcpc	154	13	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_14	hcpc	154	14	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_15	hcpc	154	15	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_16	hcpc	154	16	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_17	hcpc	154	17	1061	0	13.8548539114	7.06880301602	1.97926484449
hcpc_N154_18	hcpc	154	18	1061	0	13.8548539114	7.06880301602	1.97926484449
